marque,modèle,Puissance fiscale,Année,price,Carburant,Kilométrage
Dacia,Logan,6,2019,118000,Diesel,40000.0
Bmw,Serie 1,8,2009,95000,Diesel,250000.0
Volkswagen,Golf 5,8,2005,75000,Diesel,335000.0
Mini,Cooper,8,2005,49500,Essence,160000.0
Toyota,Yaris,7,2010,60000,Essence,159000.0
Nissan,Qashqai,6,2012,125000,Diesel,160000.0
Ford,Fiesta,6,2007,58000,Diesel,295000.0
Volkswagen,Passat,8,2012,238000,Diesel,210000.0
Dacia,Duster,6,2012,105000,Diesel,85800.0
Ford,Focus 5p,6,2017,155000,Diesel,170000.0
Audi,A3 sportback,6,2014,210000,Diesel,152000.0
Nissan,Qashqai,6,2017,185000,Diesel,105000.0
Dacia,Logan,6,2021,115000,Diesel,60000.0
Volkswagen,Passat,6,2013,140000,Diesel,166000.0
Mercedes,Classe c,9,2007,130000,Diesel,314700.0
Mercedes,Classe c,9,2015,390000,Diesel,164000.0
Volkswagen,Golf 6,7,2010,120000,Diesel,240000.0
Volkswagen,Touareg,10,2010,102000,Diesel,160000.0
Volkswagen,Caddy,8,2013,150000,Diesel,240000.0
Ford,Kuga,8,2012,115000,Diesel,152000.0
Mitsubishi,Outlander,9,2015,140000,Diesel,250000.0
Mercedes,Classe c,9,1996,50000,Diesel,470000.0
Mercedes,Classe s,18,2001,50000,Essence,280567.0
Peugeot,2008,6,2016,140000,Diesel,128000.0
Volkswagen,Golf 7,8,2017,220000,Diesel,107000.0
Volkswagen,Caddy,8,2017,147000,Diesel,168000.0
Dacia,Logan,6,2019,98000,Diesel,87000.0
Opel,Grandland,7,2021,250000,Diesel,18677.0
Ford,Focus 5p,6,2018,165000,Diesel,136000.0
Nissan,Qashqai,7,2015,148000,Diesel,235000.0
Chevrolet,Camaro,20,2021,365000,Essence,67500.0
Citroen,C4,6,2005,79000,Diesel,145300.0
Volkswagen,Polo,6,2016,105000,Diesel,139000.0
Seat,Ibiza,6,2015,100000,Diesel,188000.0
Fiat,Doblo,6,2018,98000,Diesel,100000.0
Dacia,Logan,6,2015,90000,Diesel,134000.0
Peugeot,Boxer,9,2017,175000,Diesel,87000.0
Renault,Kadjar,6,2018,180000,Diesel,108000.0
Peugeot,206+,6,2010,72000,Diesel,200000.0
Renault,Fluence,6,2012,90000,Diesel,250000.0
Ford,Kuga,8,2012,128000,Diesel,115000.0
Peugeot,5008,8,2014,120000,Diesel,122000.0
Renault,Clio,6,2017,102000,Diesel,100000.0
Volkswagen,Touran,8,2012,118000,Diesel,200000.0
Dacia,Duster,7,2018,160000,Diesel,82500.0
Citroen,Berlingo,6,2018,133000,Diesel,95000.0
Dacia,Sandero,6,2021,133000,Diesel,39000.0
Audi,A4,10,2005,58000,Essence,22000.0
Ford,Focus 4p,6,2015,120000,Diesel,168000.0
Ford,Fiesta,6,2004,49000,Diesel,290000.0
Skoda,Yeti,8,2017,150000,Diesel,160000.0
Honda,Accord,11,2009,75000,Essence,200000.0
Peugeot,207,6,2011,75000,Diesel,270000.0
Peugeot,308,6,2016,135000,Diesel,111000.0
Ford,Focus 5p,5,2014,118000,Diesel,160000.0
Renault,Kangoo,6,2015,116000,Diesel,150000.0
Ford,Ranger,10,2011,150000,Diesel,87000.0
Audi,A4,8,2015,200000,Diesel,229000.0
Skoda,Rapid,6,2014,145000,Diesel,74000.0
Peugeot,308,6,2019,180000,Diesel,55000.0
Audi,Q5,8,2019,360000,Diesel,40000.0
Citroen,C3,6,2003,49000,Diesel,204000.0
Peugeot,308,6,2016,143000,Diesel,79500.0
Volkswagen,Golf 5,8,2008,78000,Diesel,350000.0
Ford,Focus 5p,7,2011,100000,Diesel,240000.0
Mercedes,Classe b,7,2013,148000,Diesel,190000.0
Honda,Civic,9,1996,28000,Essence,316000.0
Mercedes,Classe c,9,2002,57000,Diesel,250000.0
Bmw,Serie 5,10,1996,57000,Diesel,200000.0
Renault,Scenic,6,2010,110000,Diesel,102900.0
Honda,Accord,8,2006,65000,Diesel,211233.0
Volkswagen,Tiguan,8,2018,350000,Diesel,182000.0
Peugeot,308,6,2019,195000,Diesel,30000.0
Fiat,Tipo,7,2019,135000,Diesel,125000.0
Fiat,Punto,7,2011,44000,Essence,177000.0
Jaguar,Xf,24,2011,180000,Essence,60000.0
Peugeot,306,8,1998,35000,Diesel,400000.0
Volkswagen,Touareg,12,2021,375000,Diesel,35000.0
Ford,Focus 5p,7,2008,85000,Diesel,270000.0
Peugeot,5008,8,2018,230000,Diesel,39000.0
Volkswagen,Golf 6,6,2012,122000,Diesel,150000.0
Citroen,C4,6,2010,72000,Diesel,199000.0
Renault,Megane,5,2012,100000,Diesel,120000.0
Mercedes,Classe c,9,2008,150000,Diesel,235000.0
Hyundai,I30,6,2021,230000,Diesel,20000.0
Peugeot,301,6,2017,100000,Diesel,132000.0
Mercedes,Classe c,9,2006,91000,Diesel,230000.0
Citroen,C4,6,2012,117000,Diesel,160000.0
Volkswagen,Touran,8,2012,150000,Diesel,185000.0
Citroen,C3,6,2017,115000,Diesel,37000.0
Bmw,Serie 5,12,2010,130000,Diesel,221000.0
Bmw,Serie 3,8,2014,175000,Diesel,247000.0
Skoda,Octavia,8,2016,150000,Diesel,166000.0
Hyundai,Accent,6,2016,110000,Diesel,186000.0
Audi,A4,8,2010,128000,Diesel,180000.0
Dacia,Sandero,6,2021,140000,Diesel,27000.0
Jeep,Wrangler,11,2017,220000,Diesel,120000.0
Opel,Grandland,6,2021,263000,Diesel,28000.0
Ssangyong,Korando,8,2012,80000,Diesel,170000.0
Bmw,X5,29,2011,159000,Essence,174000.0
Citroen,C5,8,2003,49000,Diesel,140000.0
Dacia,Duster,7,2015,128000,Diesel,91000.0
Peugeot,301,6,2015,97000,Diesel,142000.0
Volkswagen,Polo,8,2003,50000,Diesel,245679.0
Jaguar,Xf,17,2008,95000,Essence,94500.0
Dacia,Duster,6,2015,120000,Diesel,78000.0
Volkswagen,Golf 7,8,2013,220000,Diesel,159100.0
Volkswagen,Jetta,6,1987,32000,Diesel,230000.0
Peugeot,208,6,2019,119000,Diesel,120000.0
Volkswagen,Golf 7,8,2015,188000,Diesel,178000.0
Hyundai,Tucson,6,2021,290000,Diesel,46000.0
Renault,Megane,6,2015,120000,Diesel,185000.0
Volkswagen,Touran,8,2008,100000,Diesel,299053.0
Opel,Insignia,8,2013,98000,Diesel,230000.0
Mercedes,Classe c,9,2010,135000,Diesel,225000.0
Audi,A3 sportback,8,2017,350000,Diesel,109000.0
Mercedes,Classe e,8,2016,270000,Diesel,240000.0
Volkswagen,Jetta,6,1990,48500,Diesel,500000.0
Toyota,Auris,5,2008,69000,Diesel,228000.0
Volkswagen,Touareg,12,2020,370000,Diesel,75000.0
Volkswagen,Polo,8,2006,50000,Diesel,280000.0
Mercedes,Classe e,9,2009,135000,Diesel,190000.0
Volkswagen,Golf 7,6,2014,165500,Diesel,248000.0
Renault,Megane,6,2004,63000,Diesel,404000.0
Citroen,C-elysee,6,2013,85000,Diesel,250000.0
Bmw,Serie 4,8,2015,245000,Diesel,160000.0
Fiat,Fullback,10,2018,140000,Diesel,115000.0
Mitsubishi,L200,10,2015,118000,Diesel,200000.0
Jeep,Renegade,6,2019,235000,Diesel,105000.0
Kia,Picanto,5,2008,52000,Essence,190000.0
Citroen,C3,7,2019,127000,Diesel,70000.0
Alfa-romeo,159,9,2007,85000,Diesel,114501.0
Kia,Sportage,8,2008,72000,Diesel,235000.0
Honda,Jazz,9,2010,78000,Essence,17000.0
Ford,Ka,7,2012,63000,Essence,80000.0
Land-rover,Range rover evoque,8,2018,310000,Diesel,116000.0
Volkswagen,Polo,7,2009,60000,Essence,133000.0
Citroen,C5,6,2005,60000,Diesel,250000.0
Dacia,Sandero,6,2022,143000,Diesel,14000.0
Kia,Sportage,7,2016,162000,Diesel,118000.0
Mercedes,Cls,12,2013,255000,Diesel,200000.0
Renault,Megane sedan,6,2019,174000,Diesel,58000.0
Audi,A3 sportback,6,2011,135000,Diesel,200000.0
Hyundai,Tucson,6,2021,330000,Diesel,39000.0
Dacia,Sandero,6,2017,110000,Diesel,120000.0
Audi,A3 sportback,8,2011,110000,Diesel,200000.0
Hyundai,Accent,6,2019,135000,Diesel,67000.0
Renault,Fluence,6,2012,73000,Diesel,220000.0
Bmw,Serie 3,8,2013,184000,Diesel,136000.0
Audi,A1,6,2018,235000,Diesel,22000.0
Bmw,X3,8,2013,178000,Diesel,247000.0
Fiat,Punto,6,1997,41000,Essence,230000.0
Volkswagen,Tiguan,8,2018,220000,Diesel,58000.0
Renault,Clio,6,2007,60000,Diesel,229000.0
Peugeot,508,9,2014,135000,Diesel,153000.0
Seat,Leon,6,2017,150000,Diesel,150000.0
Peugeot,Partner,7,2010,60000,Diesel,166000.0
Mercedes,Classe c,9,2008,160000,Diesel,249000.0
Bmw,Serie 1,8,2008,100000,Diesel,160000.0
Volkswagen,Tiguan,8,2018,330000,Diesel,70000.0
Renault,Clio,6,2018,128000,Diesel,36600.0
Kia,Carens,8,2008,65000,Diesel,29000.0
Dacia,Sandero,6,2011,83000,Diesel,175000.0
Jaguar,Xf,9,2015,205000,Diesel,118000.0
Volkswagen,Golf 7,8,2013,215000,Diesel,200000.0
Citroen,C4,6,2012,98000,Diesel,220000.0
Volkswagen,Passat,8,2005,90000,Diesel,260000.0
Ds,Ds5,8,2019,220000,Diesel,50000.0
Volvo,S90,8,2019,330000,Diesel,96500.0
Peugeot,406,8,1999,39000,Essence,210000.0
Hyundai,H100,9,2007,95000,Diesel,300000.0
Renault,Talisman,6,2017,210000,Diesel,88000.0
Volkswagen,Caddy,8,2017,140000,Diesel,172000.0
Ford,Mondeo,8,2014,115000,Diesel,200000.0
Jaguar,Xj,17,2008,125000,Essence,75000.0
Fiat,Ducato,8,2015,152000,Diesel,110000.0
Ford,Focus 5p,6,2013,100000,Diesel,200000.0
Volkswagen,Touareg,10,2010,110000,Diesel,329000.0
Ford,Focus 5p,7,2012,109000,Diesel,160000.0
Ford,Kuga,8,2019,300000,Diesel,140000.0
Renault,Clio,8,2006,30000,Essence,180000.0
Peugeot,3008,8,2018,235000,Diesel,55000.0
Ford,Fusion,8,2016,175000,Diesel,50000.0
Land-rover,Range rover evoque,9,2014,245000,Diesel,93000.0
Dacia,Dokker,6,2017,110000,Diesel,97000.0
Fiat,Linea,5,2013,65000,Diesel,235000.0
Volkswagen,Polo,8,2005,57500,Diesel,241000.0
Land-rover,Range rover evoque,8,2015,270000,Diesel,135000.0
Peugeot,208,6,2015,99000,Diesel,110435.0
Abarth,595 competizione 180ch,8,2020,255500,Essence,31000.0
Ford,Focus 5p,6,2015,137000,Diesel,157000.0
Dacia,Logan,6,2018,89000,Essence,100000.0
Fiat,Panda,5,2018,80000,Essence,123000.0
Peugeot,307,6,2005,60000,Diesel,296000.0
Mercedes,Classe c,9,2010,165000,Diesel,159000.0
Renault,Scenic,6,2006,68000,Diesel,225000.0
Land-rover,Range rover evoque,9,2016,330000,Diesel,72000.0
Volkswagen,Polo,5,2013,110000,Diesel,125000.0
Ford,Fiesta,7,2016,82000,Essence,157000.0
Dacia,Sandero,6,2022,153000,Essence,6000.0
Opel,Corsa,6,2012,69000,Essence,157300.0
Volvo,Xc60,9,2013,135000,Diesel,270000.0
Ford,Kuga,8,2012,130000,Diesel,181000.0
Volkswagen,Touran,6,2016,230000,Diesel,146000.0
Toyota,Auris,5,2017,125000,Diesel,18000.0
Dacia,Duster,6,2019,165000,Diesel,104000.0
Renault,Clio,6,2012,82000,Diesel,210000.0
Ford,Fiesta,6,2013,90000,Diesel,95000.0
Dacia,Duster,6,2019,121000,Diesel,108000.0
Kia,Carens,8,2010,75000,Diesel,270000.0
Nissan,Qashqai,6,2014,165000,Diesel,191000.0
Mitsubishi,Outlander,9,2015,165000,Diesel,135000.0
Dacia,Duster,6,2017,125000,Diesel,130000.0
Citroen,Berlingo,6,2020,165000,Diesel,43000.0
Peugeot,208,6,2019,115000,Diesel,142000.0
Peugeot,3008,6,2010,98000,Diesel,27000.0
Fiat,Fiorino,5,2021,98000,Diesel,31000.0
Ford,Fiesta,5,2021,150000,Diesel,24000.0
Hyundai,Santa fe,9,2014,170000,Diesel,170000.0
Volkswagen,Golf 7,8,2018,185000,Diesel,130000.0
Renault,Clio,6,2015,96000,Diesel,230000.0
Land-rover,Range rover evoque,8,2013,195000,Diesel,150000.0
Peugeot,206,7,2000,45000,Diesel,270000.0
Nissan,Pathfinder,10,2009,110000,Diesel,200000.0
Ford,Tourneo connect,6,2017,138000,Diesel,125000.0
Renault,Kangoo,7,2008,76000,Diesel,258000.0
Audi,Q5,12,2013,188000,Diesel,176000.0
Opel,Insignia,8,2011,88000,Diesel,250000.0
Volkswagen,Golf 7,6,2015,149000,Diesel,153000.0
Renault,Megane sedan,6,2019,170000,Diesel,41000.0
Honda,Accord,9,2015,160000,Diesel,213000.0
Jaguar,Type s,14,2002,68000,Essence,92000.0
Audi,A3 sportback,8,2007,113000,Diesel,197484.0
Hyundai,I30,8,2018,175000,Diesel,96000.0
Hyundai,Tucson,7,2016,209000,Diesel,104000.0
Mercedes,Classe c,9,2009,145000,Diesel,180000.0
Mazda,3,9,2009,58000,Essence,15000.0
Renault,Megane,6,2012,98000,Diesel,160000.0
Volkswagen,Tiguan,8,2014,205000,Diesel,186000.0
Fiat,Punto,5,2010,65000,Diesel,97000.0
Bmw,Serie 3,8,2016,240000,Diesel,180000.0
Peugeot,308,6,2013,93000,Diesel,135000.0
Volkswagen,Scirocco,8,2009,125000,Essence,127000.0
Volkswagen,Caddy,6,2011,98000,Diesel,300500.0
Volkswagen,Golf 7,8,2019,195000,Diesel,46000.0
Suzuki,Alto,5,2012,43000,Essence,79000.0
Suzuki,Alto,5,2007,36000,Essence,195000.0
Dacia,Dokker,4,2017,114000,Diesel,122000.0
Bmw,Serie 1,9,2010,83000,Essence,153000.0
Kia,Rio,6,2021,123000,Essence,73000.0
Audi,Q5,8,2009,130000,Diesel,250000.0
Seat,Ateca,8,2022,360000,Diesel,25000.0
Volkswagen,Jetta,8,2019,220000,Diesel,70000.0
Alfa-romeo,159,10,2012,95000,Diesel,200000.0
Dacia,Duster,6,2016,122000,Diesel,105000.0
Peugeot,301,6,2021,132000,Diesel,37000.0
Volkswagen,Touareg,12,2008,130000,Diesel,198000.0
Ford,Fiesta,6,2017,106000,Diesel,126000.0
Hyundai,Tucson,8,2005,68000,Diesel,300120.0
Dacia,Dokker,6,2019,118000,Diesel,118000.0
Citroen,C3,8,2003,50000,Essence,300000.0
Audi,Q3,8,2014,285000,Diesel,180100.0
Renault,Latitude,8,2012,76000,Diesel,170000.0
Ford,Focus 5p,6,2018,167000,Diesel,50000.0
Mercedes,Classe e,9,2013,158000,Diesel,250000.0
Audi,A4,8,2010,126000,Diesel,350000.0
Audi,A3 sportback,8,2011,109000,Diesel,183000.0
Hyundai,Accent,8,2010,49000,Essence,311741.0
Ford,Fiesta,6,2017,105000,Diesel,66000.0
Volkswagen,Coccinelle,8,2017,195000,Diesel,84000.0
Volkswagen,Scirocco,8,2011,110000,Essence,197000.0
Renault,Megane,6,2018,185000,Diesel,73000.0
Volkswagen,Tiguan,8,2019,340000,Diesel,44000.0
Volkswagen,Golf 7,9,2016,230000,Diesel,145000.0
Mercedes,Classe c,8,2017,360000,Diesel,130000.0
Volkswagen,Golf 7,9,2017,295000,Diesel,137000.0
Jaguar,Xe,8,2016,240000,Diesel,135000.0
Hyundai,Santa fe,9,2008,65000,Diesel,200000.0
Mercedes,Classe e,9,2015,245000,Diesel,190000.0
Volkswagen,Golf 7,8,2017,162000,Diesel,170000.0
Nissan,Pathfinder,8,2016,160000,Diesel,149000.0
Mini,Cooper,8,2013,120000,Diesel,150000.0
Mercedes,Gle,12,2017,360000,Diesel,133000.0
Hyundai,Accent,6,2006,43000,Diesel,168000.0
Kia,Sportage,7,2016,178000,Diesel,80000.0
Volkswagen,Tiguan,8,2014,240000,Diesel,171500.0
Volkswagen,Golf 6,8,2010,125000,Diesel,189000.0
Audi,Q5,8,2012,180000,Diesel,210000.0
Ford,Fiesta,6,2013,93000,Diesel,129300.0
Hafei,Minyi,6,2012,58000,Essence,21500.0
Volkswagen,Polo,6,2013,71000,Essence,220000.0
Volkswagen,Jetta,8,2008,79000,Diesel,200000.0
Fiat,Fiorino,5,2022,120000,Diesel,13000.0
Renault,Clio,6,2017,97000,Diesel,107000.0
Skoda,Superb,8,2011,110000,Diesel,188000.0
Citroen,C4,6,2009,75000,Diesel,232000.0
Ford,Fiesta,6,2005,55000,Diesel,187037.0
Skoda,Superb,8,2010,99000,Diesel,320000.0
Renault,Megane,6,2018,158000,Diesel,91000.0
Hyundai,Tucson,8,2008,80000,Diesel,164000.0
Volkswagen,Golf 6,9,2014,82000,Essence,170000.0
Ford,Fiesta,6,2017,107000,Diesel,130000.0
Citroen,Jumper,9,2020,165000,Diesel,84000.0
Volkswagen,Touareg,10,2011,115000,Diesel,105000.0
Mercedes,Classe c,8,2016,260000,Diesel,99200.0
Dacia,Logan,5,2020,114000,Diesel,75000.0
Mercedes,Classe e,8,2013,200000,Diesel,290000.0
Fiat,500,7,2013,90000,Essence,76000.0
Volkswagen,Cc,8,2015,158000,Diesel,200000.0
Audi,A4,8,2003,62000,Diesel,316000.0
Alfa-romeo,Giulietta,6,2019,190000,Diesel,62000.0
Renault,Kangoo,7,2018,100000,Diesel,960000.0
Ford,Kuga,8,2016,168000,Diesel,176000.0
Nissan,Qashqai,6,2016,154000,Diesel,149000.0
Volkswagen,Golf 7,8,2017,320000,Diesel,145000.0
Jaguar,Xf,8,2017,255000,Diesel,130000.0
Land-rover,Range rover evoque,9,2016,249000,Diesel,159000.0
Volkswagen,Golf 7,8,2018,210000,Diesel,110000.0
Volkswagen,Tiguan,8,2019,310000,Diesel,70000.0
Fiat,Punto,8,2010,62000,Essence,190000.0
Mercedes,Classe c,9,2008,135000,Diesel,270000.0
Hyundai,Tucson,8,2006,75000,Diesel,230000.0
Volvo,Xc60,8,2012,123000,Diesel,177000.0
Toyota,Hilux,2,2022,200000,Diesel,64478.0
Hyundai,Tucson,6,2016,208000,Diesel,130000.0
Citroen,C-elysee,6,2016,96000,Diesel,99000.0
Volkswagen,Caddy,8,2018,170000,Diesel,59000.0
Bmw,X6,12,2011,230000,Diesel,152000.0
Hyundai,Tucson,9,2010,82000,Diesel,260000.0
Seat,Cordoba,8,2005,58000,Diesel,200000.0
Citroen,Berlingo,6,2016,127000,Diesel,93000.0
Kia,Sorento,10,2008,80000,Diesel,200000.0
Hyundai,Accent,6,2016,122000,Diesel,145000.0
Renault,Megane,7,2010,87000,Diesel,245000.0
Mercedes,190,8,1992,58000,Diesel,320000.0
Ford,Kuga,8,2019,310000,Diesel,90000.0
Renault,Kangoo,7,2009,65000,Diesel,168000.0
Ford,Focus 5p,6,2012,113000,Diesel,189000.0
Volkswagen,Passat,8,2006,90000,Diesel,230000.0
Bmw,Serie 5,8,2014,220000,Diesel,178000.0
Peugeot,Boxer,9,2010,100000,Diesel,224000.0
Volkswagen,Polo,5,2011,100000,Diesel,122729.0
Audi,A3 sportback,6,2009,115000,Diesel,198000.0
Bmw,X1,11,2011,105000,Essence,113000.0
Dfsk,Super cab,5,2021,113000,Diesel,24000.0
Dacia,Duster,6,2014,120000,Diesel,120000.0
Volkswagen,Polo,5,2013,90000,Essence,170000.0
Ford,Focus 4p,6,2013,120000,Diesel,185000.0
Renault,Kangoo,6,2015,108000,Diesel,160000.0
Mercedes,Classe e,6,2007,100000,Diesel,17000.0
Nissan,Micra,6,2017,120000,Diesel,102000.0
Renault,Megane,6,2013,100000,Diesel,224000.0
Volkswagen,Golf 4,8,2000,70000,Diesel,324778.0
Ford,Focus 5p,6,2015,145000,Diesel,128000.0
Volkswagen,Polo,6,2008,75000,Diesel,210000.0
Toyota,Avensis,8,2012,100000,Diesel,118456.0
Ford,Fiesta,6,2014,97000,Diesel,94000.0
Volkswagen,Polo,6,2014,82000,Diesel,20000.0
Mazda,6,9,2012,135000,Diesel,294000.0
Toyota,Corolla,8,2005,71000,Diesel,157000.0
Volvo,C30,6,2011,70000,Diesel,250000.0
Skoda,Superb,8,2017,200000,Diesel,190000.0
Ford,Focus 5p,6,2021,220000,Diesel,41000.0
Peugeot,308,6,2014,108000,Diesel,140000.0
Volkswagen,Tiguan,8,2018,210000,Diesel,110000.0
Ford,Kuga,8,2010,108000,Diesel,250000.0
Volkswagen,Polo,8,2005,43000,Diesel,440000.0
Volvo,Xc90,14,2015,290000,Diesel,200000.0
Kia,Sorento,9,2010,105000,Diesel,192000.0
Dacia,Dokker,6,2016,89000,Diesel,200000.0
Mercedes,Classe c,9,2004,95000,Diesel,233000.0
Volkswagen,Passat,8,1998,55000,Diesel,450000.0
Seat,Ibiza,8,2004,62000,Diesel,300000.0
Land-rover,Range rover evoque,8,2012,195000,Diesel,83000.0
Renault,Kangoo,6,2016,113000,Diesel,155000.0
Dacia,Logan,6,2018,93000,Diesel,140000.0
Fiat,Punto,5,2012,55000,Diesel,130000.0
Mercedes,Classe b,7,2013,139000,Essence,130000.0
Jeep,Grand cherokee,12,2018,225000,Diesel,134000.0
Mercedes,Classe c coupe,9,2016,360000,Diesel,129000.0
Dacia,Logan,5,2018,110000,Diesel,67800.0
Citroen,Berlingo,6,2021,188000,Diesel,27000.0
Renault,Talisman,6,2018,183000,Diesel,140000.0
Fiat,Punto,5,2009,65000,Diesel,145000.0
Citroen,C3,6,2008,65000,Diesel,141000.0
Fiat,Fiorino,6,2021,120000,Diesel,31000.0
Audi,Q5,8,2010,160000,Diesel,206000.0
Dacia,Sandero,6,2020,126000,Diesel,27000.0
Renault,Clio,6,2016,105000,Diesel,121000.0
Land-rover,Range rover sport,12,2014,360000,Diesel,170000.0
Hyundai,I20,6,2019,129000,Diesel,125900.0
Peugeot,306,8,1998,32000,Essence,40000.0
Land-rover,Freelander,8,1999,66000,Diesel,313000.0
Dacia,Sandero,6,2014,80000,Diesel,87962.0
Fiat,500l,5,2014,90000,Diesel,118000.0
Fiat,Ducato,9,2017,190000,Diesel,395000.0
Audi,A6,8,2012,160000,Diesel,240000.0
Fiat,500,5,2018,105000,Diesel,86000.0
Chevrolet,Captiva,8,2012,100000,Diesel,142000.0
Opel,Astra,7,2012,95000,Diesel,230000.0
Volvo,C30,9,2009,72000,Essence,180000.0
Opel,Crossland,6,2021,170000,Diesel,47000.0
Dacia,Logan,6,2018,98000,Diesel,600450.0
Chevrolet,Cruze,9,2011,87000,Diesel,140000.0
Suzuki,Grand vitara,9,2012,76000,Essence,107430.0
Citroen,C3,6,2007,60000,Diesel,186000.0
Citroen,C5,8,2003,33000,Diesel,320000.0
Citroen,C4,6,2007,62000,Diesel,290000.0
Seat,Ibiza,6,2015,105000,Diesel,160000.0
Citroen,C8,8,2006,78000,Diesel,230000.0
Renault,Megane,6,2019,195000,Diesel,56000.0
Opel,Crossland,6,2018,160000,Diesel,69000.0
Renault,Megane,6,2013,107000,Diesel,149000.0
Dacia,Sandero,6,2022,152000,Essence,13900.0
Renault,Express,6,2021,150000,Diesel,12000.0
Renault,Laguna,7,2003,48000,Diesel,330000.0
Peugeot,206,6,2005,55000,Diesel,200000.0
Volvo,Xc40,8,2018,330000,Diesel,45000.0
Jeep,Grand cherokee,11,2017,203000,Diesel,110000.0
Jaguar,Xf,8,2018,308000,Diesel,79000.0
Skoda,Rapid,6,2013,102000,Diesel,195000.0
Renault,R19,7,1995,45000,Diesel,333988.0
Jeep,Cherokee,11,2017,200000,Diesel,150000.0
Bmw,Serie 5,14,2005,80000,Essence,135000.0
Honda,Cr-v,11,2012,93000,Essence,15000.0
Volkswagen,Cc,8,2015,205000,Diesel,137000.0
Peugeot,Pick up,10,2018,180000,Diesel,142000.0
Volkswagen,Polo,6,2014,88000,Diesel,198000.0
Hyundai,Accent,8,2013,94000,Diesel,200000.0
Audi,A4,8,2016,230000,Diesel,165000.0
Volkswagen,Golf 4,8,2000,55000,Diesel,290000.0
Volkswagen,Touran,6,2017,243000,Diesel,170300.0
Ford,Kuga,8,2014,160000,Diesel,25000.0
Skoda,Rapid,6,2013,118000,Diesel,145000.0
Peugeot,208,6,2016,85000,Essence,124000.0
Kia,Ceed,6,2010,80000,Diesel,142000.0
Opel,Astra,7,2014,110000,Diesel,135000.0
Ford,Mustang,13,2019,363000,Essence,36000.0
Citroen,C4,6,2016,108000,Diesel,160000.0
Ford,Fiesta,6,2019,134000,Diesel,68000.0
Ford,Kuga,8,2015,157000,Diesel,178000.0
Nissan,Qashqai,6,2012,142000,Diesel,180000.0
Ford,Fiesta,8,2017,82000,Essence,106000.0
Fiat,Punto,7,2009,56000,Essence,190000.0
Volkswagen,Golf 5,8,2008,96000,Diesel,219000.0
Volkswagen,Cc,8,2019,245000,Diesel,81000.0
Ford,Fiesta,7,2011,67000,Essence,195000.0
Fiat,Fiorino,16,2018,95000,Diesel,149000.0
Peugeot,301,7,2019,89000,Essence,59000.0
Ford,Fiesta,6,2014,103000,Diesel,130000.0
Volkswagen,Passat,8,2005,78000,Diesel,296000.0
Volkswagen,Caddy,8,2018,225000,Diesel,200500.0
Volkswagen,Cc,8,2013,150000,Diesel,180000.0
Bmw,X3,8,2015,230000,Diesel,170000.0
Kia,Picanto,7,2021,139500,Essence,24595.0
Kia,Rio,6,2016,95000,Diesel,200000.0
Peugeot,407,11,2005,34000,Essence,245000.0
Volkswagen,Golf 7,8,2015,168000,Diesel,170000.0
Chevrolet,Cruze,8,2011,75000,Diesel,190000.0
Renault,Captur,6,2020,185000,Diesel,90000.0
Peugeot,Partner,7,2001,46000,Diesel,200000.0
Renault,Megane sedan,6,2019,180000,Diesel,50000.0
Volkswagen,Golf 7,8,2015,166000,Diesel,146000.0
Peugeot,307,6,2008,73000,Diesel,153300.0
Volkswagen,Touareg,12,2019,330000,Diesel,64000.0
Dacia,Duster,6,2018,160000,Diesel,113000.0
Volkswagen,Touareg,12,2010,90000,Diesel,240000.0
Mini,Cooper,6,2017,179000,Diesel,62000.0
Audi,A4,8,2016,330000,Diesel,85000.0
Volkswagen,Golf 7,8,2019,378000,Diesel,77000.0
Dacia,Duster,6,2018,165000,Diesel,40000.0
Hyundai,Accent,6,2017,130000,Diesel,110000.0
Volkswagen,Golf 7,8,2015,240000,Diesel,148000.0
Fiat,Punto,5,2015,70000,Diesel,255000.0
Citroen,C3,6,2004,53000,Diesel,125000.0
Peugeot,Partner tepee,6,2017,108000,Diesel,134000.0
Toyota,Corolla,5,2016,140000,Diesel,124000.0
Peugeot,307,6,2006,71000,Diesel,200000.0
Jeep,Grand cherokee,12,2015,195000,Diesel,200000.0
Renault,Clio,6,2017,113000,Diesel,110000.0
Hyundai,H100,10,2016,150000,Diesel,130000.0
Nissan,Qashqai,8,2010,135000,Diesel,219000.0
Hyundai,Santa fe,8,2020,330000,Diesel,82000.0
Volkswagen,Golf 7,10,2019,330000,Diesel,94000.0
Volkswagen,Touran,8,2016,260000,Diesel,203000.0
Dacia,Dokker,6,2017,113000,Diesel,290000.0
Dacia,Dokker,6,2018,137000,Diesel,120000.0
Renault,Laguna,9,2001,45000,Diesel,500000.0
Toyota,Verso,8,2005,58000,Diesel,292000.0
Dacia,Sandero,6,2022,162000,Diesel,20000.0
Hyundai,Creta,6,2018,165000,Diesel,31000.0
Volkswagen,Touran,8,2007,96000,Diesel,160000.0
Volkswagen,Golf 7,8,2018,345000,Diesel,145000.0
Dacia,Dokker,6,2019,114000,Diesel,70000.0
Jaguar,F-pace,8,2018,380000,Diesel,85000.0
Hyundai,Accent,6,2011,88000,Diesel,192000.0
Citroen,C3,6,2005,55000,Diesel,250000.0
Mercedes,Glc,10,2017,320000,Diesel,135000.0
Toyota,Rav-4,8,2008,80000,Diesel,200000.0
